label,text
0,the average person only pays about 1 800 in state taxes which is the lowest of all 50 states
0,the austin independent school districts graduation rate reached an all time high of 82 5 percent in 2012
0,says scott brown voted with president barack obama 70 percent of the time in 2011
0,isis lures women with kittens nutella
0,in the past six years alone changes to the pension formula have saved over half a billion dollars
0,texas added 6 600 miles of highway from 2001 2012 more than any other state
0,premeditation in murder cases like the oscar pistorius case can be formed in the twinkling of an eye
1,says in the last five years senate republicans have placed a filibuster on every piece of legislation and every nominee
0,every major newspaper in texas calls david dewhurst a moderate
0,says six of the states 58 family planning centers had to close because of gov chris christies budget cuts
0,last year korea sold nearly half a million cars in our country the united states you know how much we sell to them six thousand what kind of deal is that
0,a married couple that use the same last name is rarer and rarer in our country
1,claims that former sen tom daschle said seniors should be more accepting of the conditions that come with age instead of treating them
0,the tax cut deal adds more than 800 billion to the deficit over two years more than the cost of tarp and more than the cost of the recovery act and about the same as health care reform
0,wrote that in 2006 nancy pelosi said she didnt think capturing osama bin laden makes us any safer but in 2011 called his killing historic
1,thanks to average e r wait in california is 5 hours
0,obama voted for 3 million for an overhead projector at a planetarium in chicago
0,it is rare that a retirement grade determination is conducted for an officer previously retired from the u s armed forces
1,says rep justin amash votes more with the democrats than with the republicans
0,says mitt romney runs away from ronald reagan
0,we have the lowest percentage of americans actually holding a job in 40 years
0,says john kitzhabers proposed budget for upcoming biennium represents 8 percent increase over last
0,undocumented immigrantspay 12 billion a year into social security
0,says miami dade mayoral candidate julio robaina has the highest salary among florida mayors more than 260 000
0,the balanced budget amendment once came within one vote of passing congress but was defeated because of the no vote from a top senate republican and rick santorum says he stood up and called for him to resign his chairmanship
1,says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase its a tax shift
0,since 2000 texas has reduced harmful pollutants in the air like nitrogen oxide by 62 5 percent and ozone by 23 percent a reduction that is 12 percent greater than the national average
1,californias capitol building is second only to disneyland among visitor sites in the state
0,under current conditions by 2023 the interest payments on the national debt will be 722 billion larger than the projected defense spending of 696 billion
1,sayspresident obama hijacked the farm bill and turned it into a food stamp bill
0,wealthy taxpayers not middle income earners get most of the deductions in the tax code
0,saysthere are actually more people in poverty now than there were when we started the war on poverty
0,georgia has elected more african american leaders than any other state in the country
1,there are over 200 documented cases where obama has lied
1,says barack obama never worked in the private sector before he was elected president
1,ive also offered a plan that can help fix social security thats supported by robert reich secretary of labor previously in a previous administration
1,says wisconsin gov scott walkers actions are directly responsible for killing at least 15 000 jobs
0,gwinnett medical center is operating in the negative in part because of illegal immigrants
0,47 percent of americanscant pay for an unexpected 400 expense through savings or credit cards without selling something or borrowing money
0,house appropriations chair david obey s partial earmark ban wouldn t apply to 90 of earmarks
0,ron johnson said specifically that he hopes the first steps occur to privatize the veterans administration
0,under ted cruzs tax plan businesses will now have to pay 16 percent on the money they make they will also have to pay 16 percent on the money they pay their employees
1,the most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by co2
1,while others place their hands over their hearts obama turns his back to the flag and slouches
1,steve poizner increased his department s budget nearly 14 percent
0,as a senator barack obama supported an amendment that basically gutted the legal temporary worker program
0,ken buck wants to outlaw abortion even in cases of rape or incest
1,while mayor kenney personally doesnt support drop he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them
0,republicans control the u s senate with 54 seats but those 54 senators were elected by only two thirds the number of voters who elected the democrats in the senate the majority party represents a minority of the people
0,forty percent of union members voted republican in 2008
0,says scott walker enacted the biggest cuts to education in our states history
0,under the presidents plan he cuts medicare by 716 billion takes that money out of the medicare trust fund and uses it to pay for obamacare
0,says gov rick scott cut nearly 1 million from mosquito control and closed down the states mosquito research lab a few years ago
1,says wisconsin gov scott walker is denying democrats the right to vote
0,lean finely textured beef is the proper name not pink slime and it is a safe widely used product
1,when george bush took office president clinton a democrat and the democratic congress at the time had left an annual budget that was in surplus
1,says the new health care law delivers a 13 billion tax increase on families with special needs
0,says every year air pollution protections are delayed another 34 000 people will die prematurely
0,the tampa bay rays prices have been judged the most affordable in all of professional sports
0,the property appraisers budget is 1 million less today than when i took office 16 years ago
0,let s pay attention to kids who are not going to college which ends up being about 60 percent of the kids and get them trained for the jobs that are there because you know there are auto mechanic jobs paying 50 000 60 000 that they can t get filled there are airline mechanic jobs paying a lot of money that can t get filled remarks at afscme forum 6 19 2007
1,i am every year the no 1 pick of all of the law enforcement agencies within texas
0,the u s state department has ordered 160 000 hazmat suits for ebola prompting concerns that the federal government is anticipating the rapid spread of the virus
0,republicans fought to protect tax loopholes for corporations that send our jobs overseas
1,we were told there would never be a case of ebola in the united states
0,says her congressional district has 10 000 medical device industry jobs and 1 000 will be lost because of health care law tax
0,two days of interest we pay to china is enough to buy one joint strike fighter jet
0,says the average ohio student graduates from a four year college or university with nearly 27 000 in tuition debt
0,a new federal program provides subsidized obama phones with 70 free minutes of cell phone service every month
1,our larger domestic threat is from racial supremacist groups
0,the u s had the opportunity with israel coming and talking to us about improving our security screening procedures and we turned them down
0,if youre a terrorist you cant fly but an assault weapon you can buy
0,not one penny of californias prop 67 bag ban tax goes to the environment
0,in campaigns in the past with sen mccain and president george w bush and others they have tended to release tax records in april
0,weve got to find 2 billion gallons of water per day between now and 2025
1,says in 2012 obama won in every state that did not require a photo id and lost in every state that did require a photo id in order to vote
1,on support for the export import bank
1,says he didnt have an involvement withnutritional supplement company mannatech
0,the stimulus program cut taxes for 95 percent of the american people
1,gov bill haslam is making our economic development department sharia compliant by hiring a woman who specializes in sharia compliance thats what her job is
0,new mexico moved up to sixth in the nation in job growth
1,we worked together to enact the largest tax cut in florida history
1,bill nelson actually voted in favor of higher taxes 272 times
0,says he opposed 716 billion cut to medicare
0,we spend less than 2 percent more every year that is the lowest increase in spending since they have been keeping numbers
1,president barack obama said at the beginning of the negotiations that the basic approach was to dismantle irans nuclear program in exchange for dismantling the sanctions
1,the united states has never stood by and seen innocent people slaughtered to the extent thats happening in syria
0,u s taxpayers paid 71 500 per job created by the stimulus bill
0,david perdue did not support the 2014 farm bill that u s sens isakson and chambliss did
0,south carolina has the fastest growing economy in the southeast
0,by the end of governor rick perry s term he will have drained texas taxpayers of more than 360 000 to pay for the rental mansion he has been living in while the historic governor s mansion is repaired
1,obama suggested bombing pakistan
0,says president obama helped more than half a million veterans and military family members go to college through the post 9 11 g i bill
0,in our proposal we would have expanded school aid across the board governor christie slashed school aid in this budget preferring instead to extend a tax break for millionaires over funding in the classroom
0,from 2008 to 2011 the pages in the conforming bills have gone from 400 pages to 2 200
1,public employees receive something like 25 percent of the paychecks that are issued in rhode island
1,the iran deal will facilitate and accelerate the nation of iran acquiring nuclear weapons
1,as a member of congress chris murphy was raking in 1 million in salary
0,he admits he still doesn t know how to use a computer can t send an e mail
0,if todays economy was rebounding at the rate of the reagan recovery it would have created the equivalent of 25 million new jobs and raised federal revenue by 800 billion a year
0,social security doesnt contribute a penny to the deficit
0,says state sens greg evers nancy detert and charles dean got a failing grade from conservatives
0,when i was mayor of new york city i encouraged adoptions adoptions went up 65 70 percent abortions went down 16 percent
0,the average faculty member at uw madison brings in close to a quarter million dollars a year in grant money
1,the dnc hack showed you that the clinton campaign was working to schedule primary debates against bernie sanders and the clinton campaign is continuing this ploy against donald trump
1,bill mccollum served as a lobbyist whose clients enabled mortgages for illegal immigrants
0,we have only one person on the tva board to my knowledge who even has any corporate board experience
0,john oxendine is under a state ethics investigation because he illegally funneled more than 120 000 to his campaign from shady insurance political action committees in alabama
1,says gov scott walker is cooking the books by releasing numbers he just dreamed up that show wisconsin gained jobs in 2011
0,says minnesota has more fortune 500 companies than oregon and one of the most obvious differences is theyve invested in their schools
0,repeal of obamacare would take away health care for 10 3 million americans who have received coverage since oct 1 2013
0,says because of texas lawmakers choices hundreds of thousands of women no longer have access to basic medical care life saving cancer screenings and contraception
1,under gov scott walkers public school budgets a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school
1,ninety four percent of small businesses will face higher taxes under the democrats plan
0,says obama has never submitted a budget and congress has worked for two years without passing one
1,in one county alone in ohio president obama received 106 258 votes but there were only 98 213 eligible voters
0,every taxpayer owes about 130 000 to pay off the national debt
0,rick perry has become a millionaire on the public payroll
0,says mark begich has taken campaign cash from the kochs while dan sullivan hasnt
0,i took on the worst road system in the country according to trucker s magazine when i left they said it was the most improved road system in the country
1,says under the new health care law the patient doctor relationship will be eliminated
0,you can go to georgia and make about 6 000 more a year as a teacher
1,we have ten different tax brackets and if youre making 9 000 youre already in the top tax bracket
1,for the first time since 1990 american manufacturers are creating new jobs
1,household income in america has gone down for families an average of 4 000 in the last four years while it went up 5 000 under mitt romney when he was governor of massachusetts
0,the average bonus on wall street is about 100 000 the bonuses on wall street are down 44 percent
0,says he has never voted for raising taxes
0,says bill clinton and george bush both say build the keystone xl
0,austins stop abuse for everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers at a rate of one per month
1,the affordable care act is not the law of the land
0,says that republicans bragged about how every bill was going to be paid for right from the beginning and that the first vote the repeal of health care reform violated that rule
0,says obama doubled funding for the pell grant
0,thousands in china owe their jobs to mitt romneys companies
0,says mitt romney refused to say whether hed sign the lilly ledbetter bill
1,chris coons has marxist beliefs
0,the financial services regulatory bill will end taxpayer bailouts
1,less than 10 percent of obamas cabinet appointees have any experience in the private sector
0,recovery gov listed congressional districts that do not exist
0,according to the congressional budget office as many as 20 million americans could lose their employer based insurance thanks to obamacare
0,the president has said the national security threat facing america the top one is global warming
0,after merging with tim hortons of canada burger king is not moving our headquarters will remain in miami and we will continue to pay all of our federal state and local u s taxes
0,the economy is too weak to raise income levels
0,john mccain s health care plan won t guarantee coverage of cancer screenings or maternity care
0,says dick cheney supported gay marriage soonerthan hillary clinton
0,after the 9 11 terrorist attacks grounded commercial air traffic there was a temperature drop while the airplanes werent flying for the week afterwards
0,a state reports projection is that approximately half of public employees would live outside municipal boundaries in a decade if the state bans local residency requirements
0,the annual gross domestic product of metro atlanta is bigger than 28 states in the union
0,per student k 12 state funding for portland public schools has dipped from 6 036 in the 2007 2008 school year to 5 644 in the 2010 2011 school year
0,says russ feingolds campaign is powered by small dollar contributions like ours
0,says mitt romney and george allen would overturn roe v wade and allow states to end safe legal abortion even in cases of rape incest or when a womans life is at risk
0,in 2006 charlie crist opposed in state tuition for illegal immigrants
0,in 1978 a student who worked a minimum wage summer job could afford to pay a years full tuition at the 4 year public university of their choice
1,says that sherrod brown voted to cut medicare by over 500 billion in order to fund government run health care
0,in wisconsin 6 2 percent of the population is black yet 24 percent of all state abortions are on african americans
0,says rick perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts then on forum day tweeted that hed just been running with his dog
0,fred s never had a 100 percent record on right to life in his senate career the records reflect that and he doesn t support the human life amendment which is most amazing because that s been a part of the republican platform since 1980
0,in 1928 school boards sent home letters with children saying that if al smith is elected president you will not be allowed to have or read a bible
1,usually it s about 900 a month to get health coverage florida s program has reduced that on average to about 150 a month
1,on same sex marriage
0,ohios judges compared to other similar states are being woefully underpaid
1,louisiana sen mary landrieu received almost 1 8 million from bp over the last decade
0,compared to president obama president reagan rushed home from santa barbara vacation from the reagan ranch when the korean jetliner was shot out of the air by the russians
0,americans increasingly want the affordable care act to be repealed
0,i supported tort reform with regard to securities product liability interstate commerce
1,says state sen morgan carrolls votes made it easier to sue doctors small businesses even nurses putting her own shady interests first
1,says the vaccine to prevent hpv can cause mental retardation
0,a far different picture from the prior eight years which saw 115 increases in taxes and fees
0,mexico receives approximately 24 billion a year in remittances from mexican nationals working in the united states the majority of that amount comes from illegal aliens
0,theres a big chunk of the country that thinks that i have been too soft on wall street
0,the congressional budget office a nonpartisan office did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by 200 billion over the next decade
1,barack obama opposed a bill that would have saved gianna jessen s life
0,in 2001 former federal reserve chairman alan greenspan justified increasing spending and cutting taxes saying that we didn t really need to pay down the debt
0,dekalb county has been recognized in recent years as having one the best sheriffs departments in the nation
1,says joe straus was co author of a bill that would have allowed planned parenthood to control public school sex education
0,says glenn nye voted in lock step with nancy pelosi 83 percentof the time
1,i dont think the argument can be credibly made that the united states of america is undertaxed compared to our competitors
0,says his elections proposal would allow a potential of 168 hours of early voting which i think is the most weve ever had
0,members of the public are being charged 50 to hear gov scott walker and a dozen members of his administration talk about jobs and the economy at lambeau field
0,between 2000 and 2010 the illegal immigrant population of texas increased by 60 percent while california and florida had no increase
0,sen obama made the very argument he is now criticizing back in november 2006
1,weve got close to 7 million americans who have access to health care for the first time because of medicaid expansion
0,says half the americans dont pay any income taxes
0,in africa a child dies every minute because of malaria
1,hate speech is excluded from protection under the first amendment
1,the top 1 percent of income earners pay about 40 percent of all taxes into the federal government
0,says that under mitt romney 89 million americans could be denied coverage if they have a pre existing condition
1,obama spent 7 billion to bring electricity to africa failed miserably
1,more people were killed in the united states last year by tainted food than u s troops killed in iraq and afghanistan since the wars began
1,you must list all your guns on your 2010 tax return
0,the rev rick warren has called christians who advance a social gospel marxists
0,women in florida make 83 cents for every dollar a man makes
0,the common core was not put together by the department of education in washington it was put together by governors and by states
0,says jeb bush doesnt believe in a path to citizenship if he did at one time he no longer does
0,the medicare drug program resulted in the program coming in 40 percent under budget and the reason it was is because the design was right
0,says more than 8 000 people have supported her campaign as volunteers donors and advisors and endorsers
0,re marco rubios support of earmark ban in 2002 alone he requested 37 earmarks worth 43 million
0,rick santorum reformed welfare
0,the seminole gambling compact offers 3 billion in guaranteed revenue the largest share for any state in history
1,there is a provision in the economic stimulus plan that means that students cannot meet together in their dorms if that dorm has been repaired with this federal money and have a prayer group or a bible study
0,president obama said 22 times he could not authorize immigration reform by executive order
0,right now every single one of the oil companies here today and dozens of others are drilling for free in the gulf of mexico on leases that will cost american taxpayers more than 50 billion in lost royalties
0,formation is still on the rise in ohio so far in 2011 weve assisted w 44 443 new business filings
0,the obama administration notified poland and the czech republic about cancellation of major missile defense facilities at the last minute in midnight phone calls
0,in 2008 mandel was re elected to a second term representing a district with a 2 1 democrat to republican voter ratio
0,obama hasn t been to iraq in years
1,an audit of the last census found that over 370 000 people living in texas were not counted and our state lost an estimated 1 billion in federal funds as a result
0,says president barack obamasown administration has done five environmental impact assessments of the keystone xl pipeline all of which have said it would have a minimum impact on the environment
0,every time we put a ballot issue on it costs a million dollars
0,its a plan that incorporates ideas from many of the people in this room tonight democrats and republicans
1,says city leadership is threatening to lay off police and emergency services personnel to balance the budget
0,cuts in local government and school funding in john kasichs budget caused many communities to seek school levies local tax increases layoffs
0,one out of every three automobile fatalities can be attributed to alcohol
0,the clear majority of republican voters think that any deficit reduction package should have a balanced approach and should include some revenues
0,says a republican drawn map of proposed u s house districts for texas gerrymanders more than nine million latinos in texas to make sure that we have no more electoral opportunity than we did in 1991
0,a million people could get health insurance right away if texas expanded medicaid under obamacare
0,in texas public schools we spend an average of 12 000 per pupil per year
0,a new republican litmus test would have resulted in the gop kicking out ronald reagan
1,says markkirk called for the mass arrest of 18 000 african americans andwas apparently fine with trumps call for mass deportation
0,warren buffett called credit default swaps financial weapons of mass destruction and greene was the first individual to use them
0,under gov john kasichs budget proposal the top one percent in ohio will pay 10 000 less in income tax each year but ohios working and middle class families will pay more
0,the treaty of tripoli signed by president john adams was his outreach to muslims
0,the average age of planes in the qatar airways fleet is about four years while delta air lines flies planes that are 35 years old
0,we put a lid on irans nuclear program without firing a single shot
0,says syrian refugees are not being vetted and the fbi is not even being told where they are
0,u s embassy celebrates americas independence on june 4th in order to accommodate muslims
0,the murder rate in atlanta is on the rise this year
0,more than 40 000 troops are still stationed in afghanistan with no clear objective even in the best case by the end of the year at least 10 000 american soldiers will still be on the ground
0,medicare premium support backed by republican vice presidential candidate paul ryan is not vouchers
0,even today part of romneys fortune is invested in china
0,on tom wolfs watch taxes were high killing 100 000 pa jobs
0,the addition of a 1 percent sales tax would cost a typical household in hillsborough county approximately 12 a month
1,george allencast the deciding votefor the 2003bushtax cuts
0,as governor of florida i defunded planned parenthood
1,german citizens were disarmed by their government in the late 1930s which allowed the nazis to carry out their evil intentions with relatively little resistance
0,texas has the nations highest rate and highest number of uninsured
0,says if oregon had limited its budget growth to the rate of population growth plus the rate of inflation the states all funds budget would be about 27 billion today not 60 billion
1,mccain s energy plan is a single answer proposition new domestic oil drilling
1,before this federal health care law was enacted florida parents were able to purchase inexpensive child only coverage for their children the laws consumer protections have now eliminated that choice in florida
0,says there are more federal dollars in gov john kasichs budget plan than in the previous state budget
1,this congressadjourned earliest of any time in congressional history before an election
1,forty six cents of every dollar ohio could get for medicaid expansion is going to come from china or some other country that doesnt like us very much
0,challenger tim tuggey is a lobbyist who donated over 41 000 to democrats who support abortion and same sex marriage
1,congressman nye voted against a bill which would have defunded the 5 10 billion the irs needed toimplement health care legislation
0,in contrast to president barack obama who is not acting presidential president ronald reagan would never go into the oval office without his jacket on thats how much he revered the presidency
0,the sequester is not something that ive proposed it is something that congress has proposed
0,over 32 000 people die from every year yet the u s centers for disease control and prevention is banned from researching ways to prevent this
0,president obamas education solution includes an effort to nationalize curriculum
1,the cap and trade bill before congress prevents you from selling your home without the permission of the epa administrator
0,greece has a gdp the size of the dallas fort worth metroplex
0,says david dewhurst skipped nine candidate forums after announcing his u s senate candidacy
0,the american people say dont touch social security dont touch medicare dont cut defense thats 84 percent of the federal budget
0,trey radel does not even qualify to drive a lee county school bus at this point yet he occupies a seat in congress
0,many of the great scholars say that anchor babies are not covered by the 14th amendment
1,on the trans pacific partnership
1,obama s ten point plan to change the second amendment ban the manufacture sale and possession of handguns
0,texans spend 2 5 billion gambling in our neighboring states every year
0,texas has outstripped the national poverty rate since at least 1959
0,weve had muslims in america since george washington
1,says bernie sanders opposes requiring all children to have a k 12 education
1,as alaskas attorney general u s senate candidate dan sullivan successfully fought to protect our second amendment rights and passed stand your ground
0,to abide by environmental protection agency rules when mining or drilling you have to take caution not to disturb bodies of water barely bigger than a puddle
1,says his political opponents brought 100 000 protesters into our state
0,rural schools face the highest dropout rates the lowest college enrollment rates have the lowest average teacher salaries
0,how do jeb bush and donald trump differ on immigration spoiler alert they dont
0,the white house promised us that all the spending would keep unemployment under 8 percent
0,says mike gallaghers plan would cut social security benefits for two thirds of seniors
0,alaska sens lisa murkowski and mark begich vote as much as 80 percent of the time together
1,texas in nation for new gun purchases behind california
0,productivity has risen 18 percent yet wages have stayed flat there are 5 million more people in poverty here in our country than there were in 2000
1,the president gave the auto companies to the uaw
0,the richest 80 people in the world own more wealth than the bottom half of the global population
1,in the 1970s the swine flu broke out under another democrat president jimmy carter
0,earth has not warmed for the last 17 years
0,gov palin is somebody who actually doesn t believe that climate change is man made
0,even the employees union for the irs the very people in charge of enforcing this law are begging to be let out from under this law
0,while act 10 allowed milwaukee county to save some money it was millions short of what we needed to fill the hole left by the 28 million cut in state aid
0,21 million americans could have a four year college scholarship for the money we ve squandered in iraq 7 6 million teachers could have been hired last year if we weren t squandering this money
0,under the obama administration we are drilling and producing more domestic energy supplies than we ever had before
0,federal law requires residents to participate in the u s governments american community survey
0,i deployed the texas national guard to the texas mexico border and the policy worked apprehensions at the border declined 74 percent
0,since world war ii only gerald ford and bill clinton have had worse ratings after seven months than president obama
0,under barack obama s health care proposal if you ve got a health care plan that you like you can keep it
0,after a federal inquiry corroborated hillary clinton on whitewater the next day there was nothing in the media about it
0,the democratic party is the oldest continuous political party in the world
0,the major immigration issue was about poles and bulgarians and romanians and that they werent contributing economically the unemployment rate among poles in britain is lower than the unemployment rate among brits
1,under the health care law everybody will have lower rates better quality care and better access
0,hillary clinton wants to wave the white flag of surrender and set a date for withdrawal
0,all members of congress are required to be in obamacare but obama and members of his administration have their own gold plated health care plans that theyre in
1,trumps health secretary pick wants a medicare phaseout by summer 2017
1,health insurance companies deny 1 out of 5 treatments prescribed by doctors
0,the united states is no longer top nation in the globe on infrastructure having fallen to 15th
0,average families are spending roughly 2 000 more a year on energy costs it s like a 2 000 energy tax in just the last seven years more than three times what the typical american family received from the bush tax cuts
0,rhode island could tell you who has a camper but we couldnt figure out who has a gun
0,says the united states does not trade as much as other developed nations
0,a state agency wanted to fire an employee who spent four hours per day watching pornography but the state employment commission reinstated the person
0,if we increase fuel efficiency standards to 40 45 miles a gallon we would have to import zero oil from the middle east
0,says u s senate rival eric hovde refused to pay his property taxes until he was taken to court
0,ted cruz was the longest serving solicitor general in the history of texas
0,today home sales are up nearly 50 percent from where they were in the worst of the crisis
1,polls on legalizing same sex marriage are not dramatically changing
1,the mccain campaign did not elaborate on obama s ties to acorn
1,in the house health care bill something like 2 percent of the people would be eligible even to get the public option
0,new mexico is the second hollywood because of tax incentives for the film industry
0,anywhere in the world when someone uses a mobile phone e mail the internet or gps they are enjoying the benefits of the american miracle
0,says that in texas republican nominees get 40 percent of the latino vote on average
1,senator mccain would pay for part of his health care plan by making drastic cuts in medicare 882 billion worth
1,says oregons political tax credit is something every state should have and no other state does
0,the united states doesnt have the highest murder rate among developed countries you look at russia you look at brazil those are countries that have 3 to 5 times higher murder rates than what we have here in the united states
1,president barack obamas policies have resulted in gas prices being reduced from 3 07 per gallon when he was sworn in in 2009 to 2 30 today
1,when marcy kaptur fought for the democrats prescription drug benefit for seniors dennis kucinich voted no
1,i released the most extensive financial review of anybody in the history of politics you dont learn much in a tax return
0,the obama administration willfully leaked the existence of stuxnet a computer worm used against iran allowing our enemies to learn more of our secrets and of our operations
0,when susan rice spoke about benghazi on sunday news shows she said that al qaida might be involved or other al qaida affiliates might be involved or non al qaida libyan extremists which i think demonstrates that there was no effort to play that down
1,wisconsins effective unemployment rate is 20 percent
0,the milwaukee police department has seized nearly as many firearms this year as the much larger new york city police department
1,congresswoman ros lehtinen has long record of voting against va backlog fixes
1,among his obama s pet projects is a bill which would commit the u s to spending 0 7 percent of gross national product on foreign aid
1,says that under president obama theres been a substantial increase in federal government jobs
0,we have the second highest corporate tax rate among our trading partners
0,says 1 100 of the tuition paid by every oregon university student annually goes just to pay the costs of pers
0,more than 32 000 americans lose their lives to gun violence each year
0,on transportation financing
0,a bill to cap carbon emissions could cost ohio 100 000 jobs
1,i am the only candidate for lieutenant governor to oppose in state tuition for illegal immigrants
0,when the constitution was written only 20 to 25 percent of the people in the country could vote
0,obama has proposed 442 tax hikes since taking office
0,says obama flip flopped on a gas tax holiday
1,the ukraine orange revolution in 2004 was the first color revolution
1,mccollum admitted he didn t think that the subprime mortgage crisis was a big deal telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that it s not the end of the world
0,every month another 50 000 u s born hispanics turn 18 and become eligible to vote
1,the health bill s plan for comparative effectiveness research would be used by the government to ration care
0,we supported the first new nuclear power plant in three decades
0,under gov kasich ohio wages have increased by 10 3 billion
1,new carbon regulations will increase electric bills by 17 billion every year and potentially put an average of 224 000 more people out of work every year
1,qataris dont really work
0,new jersey has the highest property taxes in the nation and not by a little they are the highest property taxes in the nation more than double the national average
1,new tax increases that went into effect on jan 1 2015 all passed under the affordable care act aka obamacare
0,we were one of the first states in the u s to build sewers to bring the treatment plant on line
0,politifact texas gave a david dewhurst tv ad a pants on fire rating as an outrageous lie
1,just on the issue of immigration alone it is next to impossible to find a policy difference between donald trump and congressman joe heck
0,says rob portman said the auto rescue was a lousy deal for ohio
0,i ve always said it s offshore drilling up to the states and i still say that
0,smog was invented in los angeles it was the name was invented there was a fellow at caltech and he came up with the idea and they called it smog
1,says property insurance rates are going up because rick scott signed a bill preventing the state from regulating insurance
0,500 billion of the extension of the bush tax cuts for the wealthy goes to 120 000 families
0,john mccain said publicly that hillary clinton would make a good president
0,says michelle nunn is for amnesty
0,the federal government only ordered bp to pay to do one of those six segments of sand barriers for louisiana
0,the recently passed transportation funding bill is a billion dollar tax increase for georgians
1,austin is effectively imposing a ban on barbecue restaurants
1,ron klein sponsored an amendment that specifically allows price gouging
0,female students at uva have a 20 percent chance of being sexually assaulted
0,we reduced the government workforce by 13 000 11 percent during my eight years
0,federal law requires that hospitals treat people whether or not they can pay so someone who doesnt have health insurance they can go to the hospital and get free care
0,380 americans have been killed in 294 mass shootings in 2015 alone
0,atlanta tea party co founder debbie dooley wants gas taxes raised
1,china owns more of our bonds than do americans
0,nafta allows a lot of trucks from mexico for example to leave there and drive straight through without even being inspected
1,under the new health care law the first person a patient has to go to is a bureaucrat that is called a panel
0,as a result of welfare reform poverty levels went down to the lowest level ever for african american children
1,wisconsin wages are declining at double the rate of other states
0,says barack obama said black males are two times more likely to be shot by a law enforcement officer than white males and that is a lie because there is no data
0,i said no to higher taxes and fees
0,governor palin is the most popular governor in the country
1,i m pro life he s not
0,john mica s brother is an oil lobbyist and his daughter represents the natural gas industry
0,last year there were an additional 81 000 pages of government regulations if you stack that up it would be a three story building
0,the largest number of gamblers are from the poorest segments of the population
0,says gov rick scott cut state funding for pbs
0,attorney general eric holders own justice department precleared the voting changes in the 2011 law about early voting in florida
0,the city of nelson ga is quieter than mayberry
0,says chris christie fired 6 000 teachers
0,currently it takes up to 25 years to obtain u s citizenship legally but the senate bill would allow immigrants who came to the united states illegally to obtain citizenship in just 13 years
0,homeopathy acupuncture and aromatherapy have been given elevated legitimacy under the affordable care act
0,says will hurd cosponsored a bill that would militarize our border and allow 200 miles of new roads to be built in the big bend region cutting up our beloved park
0,attorney general candidate brad schimel is in cahoots with wisconsin right to life to make abortion a crime in wisconsin
1,the founders of new hampshire came up with the motto live free or die
0,economic development commission executive director keith stokes sent me a letter and he said the taxpayers will never be on the hook for these bonds for 38 studios
0,bill mccollum explained his lack of action on mortgage fraud by saying you can t do everything
0,the united states is behind many countries in europe in terms of the ability of every kid in america to get ahead
0,the alternative minimum tax was created by congress in 1969 to affect 155 wealthy americans because it was never indexed for inflation those original 155 taxpayers has increased to affect about 3 5 million in 2006
0,says we are overcharging students to help pay for the health care law
0,says ellen rosenblum has said over and over again that this is a job where 80 percent of the job is being the governments lawyer
0,new jersey has lost over half of our pharmaceutical jobs to states you know not low tax states like in the south but high tax states like new york
0,if the space shuttle program is terminated russia and china will be the only nations with the capability to launch humans into space
0,the super bowl has one of the highest levels of human sex trafficking activity of any event in the country
0,says the reforms in state issue 2 will save taxpayer dollars
0,says scott walker said he wouldnt touch the state civil service system but now supports overhauling it
1,says she couldn t take stimulus money because it required universal building codes
0,senate democrats have never held up a supreme court nomination
0,almost 10 percent of canadians came to visit florida last year canadians buy 7 4 percent of our homes in the state
0,regarding the iraq war i was the one that said dont go dont do it youre going to destabilize the middle east
1,the iran deal trusts the iranians to inspect themselves
0,more than three quarters of the oil is gone
1,were the only nation in the world that does not use the military to secure our border
0,we have more natural gas in this country than saudi arabia has oil
0,massachusetts is reporting a trend far below the national trend in the escalation of health care costs in this year
0,initial efforts to strip airport contractors of their special diversity status has no effect on the contracts or the citys diversity goals
0,more women were killed by their husbands or boyfriends since sept 11 than all the americans who were killed by 9 11 or in afghanistan and iraq
1,while states used to have regulatory power over fishing federal law now regulates down to the tenth of the inch the minimum size of fish that anglers can keep
0,social security took seven years before anybody got the first check
1,in most muslim countries we cant have a church were not able to build synagogues its forbidden
0,says barack obama told the u s coast guard academy that the number one threat to the military and the world today is global warming
1,says award winning milwaukee public schools teacher megan sampson was laid off because gov scott walker cut state aid to education
0,says marshawn lynch is second all time in terms of average yards per rush only to terrell davis
0,when housing and transportation costs are combined atlantas cost of living typically perceived as relatively low ranks as 7th worst out of 51 metros nationally
0,over the last 10 years georgias public health has declined
0,at his fathers bank alexi made tens of millions in risky loans to convicted mobsters then the bank collapsed
0,north carolina spends 855 less per student than it did before the great recession and we have one of the lowest per pupil spending levels in the nation
0,the fact is 90 percent of down syndrome children were aborted in this country
0,over the past 35 years florida families have paid into the national flood insurance program over 16 billion four times more than the amount they have received in claim reimbursements
1,says president barack obama said when we got bin laden terrorism problem solved
0,every year there is a slightly smaller percentage of american households owning guns
